tractid,dmg_wind_total_tract_1971,dmg_wind_total_tract_2021,dmg_wind_total_tract_2071,dmg_wind_total_tract_1971_mlt7,dmg_wind_total_tract_2021_mlt7,dmg_wind_total_tract_2071_mlt7,affected_wind_over5k_tract_1971,affected_wind_over5k_tract_2021,affected_wind_over5k_tract_2071,dmg_wind_total_residential_tract_1971,dmg_wind_total_residential_tract_2021,dmg_wind_total_residential_tract_2071,dmg_wind_total_commercial_tract_1971,dmg_wind_total_commercial_tract_2021,dmg_wind_total_commercial_tract_2071,dmg_wind_total_industrial_tract_1971,dmg_wind_total_industrial_tract_2021,dmg_wind_total_industrial_tract_2071,dmg_wind_total_public_tract_1971,dmg_wind_total_public_tract_2021,dmg_wind_total_public_tract_2071,dmg_cc_wind_total_tract_1971to2021_ratio_mlt,dmg_cc_wind_total_tract_2021to2071_ratio_mlt,dmg_surge_total_tract_1971,dmg_surge_total_tract_2021,dmg_surge_total_tract_2071,dmg_surge_total_tract_1971_mlt7,dmg_surge_total_tract_2021_mlt7,dmg_surge_total_tract_2071_mlt7,affected_surge_over5k_tract_1971,affected_surge_over5k_tract_2021,affected_surge_over5k_tract_2071,dmg_surge_total_residential_tract_1971,dmg_surge_total_residential_tract_2021,dmg_surge_total_residential_tract_2071,dmg_surge_total_commercial_tract_1971,dmg_surge_total_commercial_tract_2021,dmg_surge_total_commercial_tract_2071,dmg_surge_total_industrial_tract_1971,dmg_surge_total_industrial_tract_2021,dmg_surge_total_industrial_tract_2071,dmg_surge_total_public_tract_1971,dmg_surge_total_public_tract_2021,dmg_surge_total_public_tract_2071,dmg_cc_surge_total_tract_1971to2021_ratio_mlt,dmg_cc_surge_total_tract_2021to2071_ratio_mlt
22033004301,103395.40643544625,124381.29697398066,216522.19707575795,1 - 350K,1 - 350K,1 - 350K,10,13,16,66601.42373337017,79661.13836645243,134181.49009886794,36793.982702076064,44720.15860752821,82340.70697689001,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004302,81886.24446838473,99933.55635509656,185017.22453989668,1 - 350K,1 - 350K,1 - 350K,3,4,9,3295.9266577979547,3976.859233252144,6791.562914257086,78590.31781058678,95956.69712184442,178225.6616256396,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004401,156405.19288596502,190981.72485746047,342144.80882826657,1 - 350K,1 - 350K,1 - 350K,11,14,20,32334.42681694436,39048.01049871428,68696.27478329158,119214.06414074078,146061.4614659186,263165.602183349,0,0,0,4856.70192827987,5872.252892827592,10282.93186162596,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004402,276933.77128940145,339987.179445954,616429.9257710124,1 - 350K,1 - 350K,350K - 1M,10,11,16,62610.05595205471,76029.22971516005,129862.73424108536,97877.04479116012,119333.64411558384,212580.52638559553,0,0,0,116446.6705461866,144624.3056152101,273986.6651443316,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004403,31176.2416508754,38101.74388624517,67779.69616039623,1 - 350K,1 - 350K,1 - 350K,2,2,4,28626.65653539201,35056.81504179355,62518.82191636806,2549.585115483393,3044.9288444516214,5260.874244028167,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004503,169307.67327829738,215344.5304040012,427464.13105331315,1 - 350K,1 - 350K,350K - 1M,9,13,21,84359.2887480417,108174.610226575,207013.30636067668,68905.76625269608,87567.10527263557,183977.2418557084,10940.519822457349,13593.1191814195,26090.68369793969,5102.098455102257,6009.69572337113,10382.899138988349,25 to 49%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004504,72152.97312654556,96302.18465481736,213967.0707152108,1 - 350K,1 - 350K,1 - 350K,4,4,9,9487.693061033084,11882.91415116907,24031.287862578654,62665.28006551248,84419.2705036483,189935.7828526321,0,0,0,0,0,0,25 to 49%,100% or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004507,22616.765136853148,29291.215737430175,58505.91305218794,1 - 350K,1 - 350K,1 - 350K,2,2,3,11695.5209054084,15349.348961964568,30521.024036175197,10921.244231444747,13941.866775465603,27984.88901601274,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004509,456641.3441749493,564073.6152148369,1072048.9530587525,350K - 1M,350K - 1M,1M - 10M,29,39,67,215061.94809907576,261303.05787809897,466833.7639052165,221826.60516866457,278661.7176932961,560436.0577518182,14061.028239369123,17276.99644180379,32103.205830559025,5691.762667839816,6831.843201638156,12675.925571158856,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004511,165423.48981601943,212224.6408102442,418712.27045778587,1 - 350K,1 - 350K,350K - 1M,7,13,23,54805.91638089659,72329.53333205587,151992.8018264862,96356.14385578874,122105.92078758696,232854.34084934648,7473.925109840033,9452.903316571264,17831.51796918304,6787.504469494048,8336.283374030118,16033.609812770144,25 to 49%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004512,15146.755228483871,19861.958177769247,39755.66525326864,1 - 350K,1 - 350K,1 - 350K,1,1,3,13496.955247119591,17477.827561425544,33293.96123249883,1649.79998136428,2384.1306163437052,6461.704020769812,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004513,12145.117297261231,15146.515126224323,28505.613370232953,1 - 350K,1 - 350K,1 - 350K,1,1,3,12145.117297261231,15146.515126224323,28505.613370232953,0,0,0,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004514,53876.06023959912,74586.2060074024,167632.30602912253,1 - 350K,1 - 350K,1 - 350K,3,3,5,10000.688394039773,12646.509515434927,24627.936491172793,43875.371845559355,61939.69649196748,143004.36953794974,0,0,0,0,0,0,25 to 49%,100% or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004515,86605.48088004753,109444.8441788732,208860.59291557223,1 - 350K,1 - 350K,1 - 350K,5,5,7,69599.80113484128,88134.96453077112,167128.0997021693,17005.67974520625,21309.879648102073,41732.49321340292,0,0,0,0,0,0,25 to 49%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004516,81252.54345092646,101428.37751801356,192922.7168510219,1 - 350K,1 - 350K,1 - 350K,5,7,15,74886.42846918141,92176.64127625233,166458.55323256226,6366.11498174505,9251.736241761242,26464.16361845965,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004602,159935.77535108177,191718.89841891444,317639.6697478579,1 - 350K,1 - 350K,1 - 350K,8,11,18,29483.165676410623,35025.752457294926,57930.03962243164,125515.0674843858,151070.431945013,251165.01765825623,0,0,0,4937.542190285333,5622.714016606525,8544.61246717001,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004603,23583.10703503458,27903.188362430355,44798.04974086162,1 - 350K,1 - 350K,1 - 350K,1,4,5,17389.12173719259,20548.606298305695,32701.258224870777,6193.985297841992,7354.582064124661,12096.791515990846,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004605,68088.37916533143,81386.28491525001,129060.5415181156,1 - 350K,1 - 350K,1 - 350K,4,4,7,28297.94763686879,34251.971947213686,55214.59672584961,10610.975208812844,12711.163104682211,20691.85286917883,0,0,0,29179.456319649787,34423.14986335412,53154.09192308717,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004606,12773.143863183028,15166.50916032676,24945.822582193778,1 - 350K,1 - 350K,1 - 350K,1,1,1,0,0,0,12773.143863183028,15166.50916032676,24945.822582193778,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004700,17492.15587255129,21113.928042857515,36916.40631714581,1 - 350K,1 - 350K,1 - 350K,1,2,4,8823.090734140673,10530.531761224232,17736.12207266678,6480.64557817973,7898.327959705501,14160.056011824356,0,0,0,2188.4195602308896,2685.0683219277807,5020.228232654665,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004800,36388.30614341814,44439.52727562205,79170.35867854522,1 - 350K,1 - 350K,1 - 350K,2,3,7,33257.75813444699,40734.22899991046,72868.22657027483,0,0,0,0,0,0,3130.548008971159,3705.298275711581,6302.132108270387,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033004900,20489.59958436292,24424.122729543087,43379.15381213752,1 - 350K,1 - 350K,1 - 350K,1,1,4,9451.319066565102,11492.939151107606,20669.729557364542,11038.28051779782,12931.18357843548,22709.424254772977,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033005000,27437.82045694341,34967.86512599501,66882.18651451575,1 - 350K,1 - 350K,1 - 350K,2,2,2,9930.79570164586,12875.735731513309,24396.777232283115,17507.02475529755,22092.129394481704,42485.409282232635,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033005100,176586.03405992847,211999.38661525855,365566.3059575464,1 - 350K,1 - 350K,350K - 1M,12,14,23,13490.088246324352,16441.7690089522,28147.795261420848,124540.4302092754,150573.67812134282,264684.4088694588,16920.752694144572,20119.728004996196,32598.058799064165,21634.762910184145,24864.211479967355,40136.04302760257,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033005200,45805.87804779637,55429.454341287856,97159.80902534968,1 - 350K,1 - 350K,1 - 350K,3,4,6,29610.409426763963,35862.3081879654,63732.99322053174,16195.4686210324,19567.146153322457,33426.81580481796,0,0,0,0,0,0,Low Damage,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033005300,23205.708104646612,28700.676113620095,53272.50146670729,1 - 350K,1 - 350K,1 - 350K,2,2,6,2495.797802592988,3040.523077683398,5017.218132307136,20709.910302053624,25660.1530359367,48255.28333440016,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22033980000,22559.531438077764,27463.74473252557,47073.22540780633,1 - 350K,1 - 350K,1 - 350K,2,2,2,0,0,0,22559.531438077764,27463.74473252557,47073.22540780633,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22037951300,45436.266728252696,52718.65671759464,82962.80454681498,1 - 350K,1 - 350K,1 - 350K,3,3,4,42885.19916763627,49578.7256941876,76554.31343694271,2551.067560616432,3139.9310234070404,6408.491109872266,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22037951400,89244.02357530792,102676.88041661515,156854.38346257506,1 - 350K,1 - 350K,1 - 350K,8,9,13,81701.85377575224,94207.0241849252,144612.93588610843,7542.169799555665,8469.856231689977,12241.447576466628,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22037951501,17549.275676374873,20157.64083087888,31447.571892641943,1 - 350K,1 - 350K,1 - 350K,2,2,3,10730.497103200269,12330.066794660264,19576.70918152305,6818.778573174607,7827.574036218615,11870.862711118894,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22037951502,105009.44593446076,123559.2322604647,202576.1326165083,1 - 350K,1 - 350K,1 - 350K,8,11,18,74219.18192157113,86623.10688291081,135680.50132062242,30790.264012889616,36936.1253775539,66895.63129588588,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22037951600,67660.94536844271,79021.02265745723,121818.95945254622,1 - 350K,1 - 350K,1 - 350K,6,8,10,62784.8110933705,73348.97473106264,113083.67182286477,4876.134275072215,5672.047926394584,8735.287629681448,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22045030102,2031.6274292308904,3851.168627967249,8631.718979319445,1 - 350K,1 - 350K,1 - 350K,0,0,1,0,0,0,2031.6274292308904,3851.168627967249,8631.718979319445,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22047952701,5146.739856741827,5754.3440407780145,9921.656296400908,1 - 350K,1 - 350K,1 - 350K,1,1,1,0,0,0,5146.739856741827,5754.3440407780145,9921.656296400908,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22047952702,40273.79248296931,48228.30614200244,84619.66732955677,1 - 350K,1 - 350K,1 - 350K,5,5,7,5128.209453839782,6261.856057944136,11198.032648448152,35145.58302912953,41966.450084058306,73421.63468110863,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22047952901,16127.41241711356,21982.9060006965,49860.05873387187,1 - 350K,1 - 350K,1 - 350K,2,2,2,16127.41241711356,21982.9060006965,49860.05873387187,0,0,0,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22047953101,37435.021092138246,44477.601341878275,75933.19051396704,1 - 350K,1 - 350K,1 - 350K,3,4,8,12067.53549259716,14350.14479653402,24063.194239051645,18981.815241347736,22630.805796369685,39154.132068698,0,0,0,6385.670358193351,7496.650748974571,12715.8642062174,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020205,323207.67744009884,383894.69459769694,615581.1725612801,1 - 350K,350K - 1M,350K - 1M,17,19,25,123372.66687198206,144963.7776446803,224122.0612164205,194448.45571222375,232661.80890386217,381789.5353084424,5386.554855893042,6269.108049154551,9669.57603641715,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020206,338514.7829920523,392950.7031217402,609916.722990931,1 - 350K,350K - 1M,350K - 1M,17,18,23,117699.41936581476,136764.2954415412,204676.41604311537,102107.274795075,119343.23688368803,191433.78698627336,0,0,0,118708.0888311626,136843.17079651094,213806.51996154228,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020304,125655.4309824826,148089.79813000702,230487.77669838903,1 - 350K,1 - 350K,1 - 350K,8,8,14,59678.77550490892,67861.55076538518,95381.10081045158,35547.698349327955,44306.67117463337,77879.64080987731,15654.130254999616,18242.70388455748,28437.205191895817,14774.826873246117,17678.872305431,28789.82988616432,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020305,178240.73957899265,202897.38306049217,293972.3325075973,1 - 350K,1 - 350K,1 - 350K,7,8,10,150946.07628669823,171156.86795518614,244686.4342760829,27294.663292294405,31740.515105306033,49285.898231514395,0,0,0,0,0,0,0 to 24%,25 to 49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020400,32975.287217463934,38686.18153928322,57167.29393260001,1 - 350K,1 - 350K,1 - 350K,1,1,3,32975.287217463934,38686.18153928322,57167.29393260001,0,0,0,0,0,0,0,0,0,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020502,1032965.359513078,1222596.795318747,1846730.824496508,1M - 10M,1M - 10M,1M - 10M,40,43,57,810834.0470790331,956164.6559284476,1422751.5124619026,219904.56393655133,263615.4062044497,418131.0981107988,2226.748497493498,2816.7331858497396,5848.2139238067775,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020505,96654.55641677717,116039.88390116104,186070.2232105183,1 - 350K,1 - 350K,1 - 350K,6,8,9,85071.85541431814,101594.16024871284,159202.5192504261,7271.271313195784,9155.410790945194,16978.519562703026,0,0,0,4311.429689263246,5290.312861503001,9889.1843973892,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020506,398192.72610860167,473573.0026865936,727946.135717517,350K - 1M,350K - 1M,350K - 1M,19,23,25,335353.9860719231,398249.8076076991,605077.2378043535,57896.31280963539,69204.97916269215,111228.83823984792,0,0,0,4942.427227043151,6118.215916202292,11640.059673315644,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020507,352097.78962325706,422999.3211235008,671962.295971163,350K - 1M,350K - 1M,350K - 1M,9,11,16,330946.176950022,397863.55145938176,632204.9061459231,0,0,0,21151.61267323508,25135.76966411904,39757.38982523992,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020511,1020681.7675648568,1192228.210778018,1766882.5041766828,1M - 10M,1M - 10M,1M - 10M,39,39,50,933387.0028216946,1087189.2214594863,1590588.4303525323,77901.01137232412,93512.59792586646,153427.2059216078,5289.452441855727,6554.203182931665,13922.869633760629,4104.30092898231,4972.188209733471,8943.998268781947,0 to 24%,25 to 49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020512,780413.0203766949,935037.9158501844,1510851.5834084752,350K - 1M,350K - 1M,1M - 10M,28,31,65,692311.4686040687,824727.409006948,1309307.604310289,72515.75641199532,91485.1165506098,169781.7337629296,9719.499392676214,11511.72562425722,18143.12326067379,5866.295967954595,7313.664668369343,13619.122074582756,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020514,92870.76475331937,111598.34523044196,176638.70572693096,1 - 350K,1 - 350K,1 - 350K,6,8,16,42492.126233510935,48985.130464248534,71433.98297628999,50378.63851980844,62613.21476619343,105204.72275064095,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020516,605039.4016555516,709142.4404564202,1057939.866495326,350K - 1M,350K - 1M,1M - 10M,16,18,33,593647.1192249296,694761.0565801938,1032385.3261589328,11392.282430621945,14381.38387622642,25554.540336393256,0,0,0,0,0,0,0 to 24%,25 to 49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020517,224245.38071143985,261261.90027675213,403489.1791932655,1 - 350K,1 - 350K,350K - 1M,6,7,32,211833.93584924343,246259.07485961737,377450.4829173019,3806.94594723154,4828.595542657463,9870.77809700572,8604.498914964848,10174.229874477332,16167.918178957943,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020518,136607.67840526623,168506.27059601148,296828.2322271098,1 - 350K,1 - 350K,1 - 350K,4,7,31,112101.55178705986,138372.2534633566,246534.84080203515,22073.442348366545,26584.886130563085,40908.38029657414,0,0,0,2432.6842698398373,3549.131002091776,9385.011128500462,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020519,264080.20996954775,325710.3602420169,583232.4311127648,1 - 350K,1 - 350K,350K - 1M,9,10,25,201822.20611834104,243498.3272695352,415183.1369871053,62258.00385120667,82212.03297248171,168049.29412565948,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051020600,1466474.6644681,1735083.3499980413,2718287.8479619497,1M - 10M,1M - 10M,1M - 10M,77,81,103,1099425.8445334842,1284981.0431190622,1919787.9815421968,346787.4729157047,424207.3307614494,748809.2418106976,20261.34701891123,25894.976117529695,49690.624609055485,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021000,366396.483111931,438262.4630565052,733195.0345840167,350K - 1M,350K - 1M,350K - 1M,15,15,19,69870.69511731628,81608.09339002543,126953.28896571627,290208.87387666554,348990.17036464444,592121.9096110689,6316.91411794924,7664.199301835303,14119.83600723145,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021100,142722.26386195477,166082.5693797357,253512.9882325082,1 - 350K,1 - 350K,1 - 350K,11,11,13,124945.86679152388,144913.2478442881,215111.51613187065,17776.39707043089,21169.3215354476,38401.47210063756,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021200,427446.19797211775,506079.5760160081,791818.4034483428,350K - 1M,350K - 1M,350K - 1M,14,16,23,162423.8796186267,189518.8143336692,284318.53397181456,232605.8241570608,277507.60333645175,443074.6068725947,0,0,0,32416.4941964302,39053.158345887154,64425.26260393353,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021300,64719.473814682424,78519.76181768317,127919.41613553558,1 - 350K,1 - 350K,1 - 350K,2,2,8,6020.839186341953,6939.4060797712555,10336.170664681507,40976.63670329459,50287.12395535163,84243.64084620829,17721.99792504588,21293.231782560295,33339.60462464578,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021400,204881.82943059783,245962.13081047987,384240.14535781543,1 - 350K,1 - 350K,350K - 1M,2,3,4,0,0,0,27375.061745370687,32685.232614203796,50304.57681446211,0,0,0,177506.76768522718,213276.89819627607,333935.5685433533,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021500,468776.7366458428,564799.3279604283,880780.1941395154,350K - 1M,350K - 1M,350K - 1M,21,22,31,372307.3286360597,442933.6005689238,664731.7569888851,88582.77204360031,111797.09439304144,197015.68606609263,0,0,0,7886.635966182719,10068.632998463076,19032.75108453772,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021601,402766.0165871896,476554.2817917033,721856.625336456,350K - 1M,350K - 1M,350K - 1M,16,16,20,158195.08806585582,181460.1742442993,252940.71304334007,244570.9285213338,295094.107547404,468915.9122931159,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051021602,3357.6553714230517,3982.428835097188,6637.550381603315,1 - 350K,1 - 350K,1 - 350K,0,0,1,0,0,0,0,0,0,0,0,0,3357.6553714230517,3982.428835097188,6637.550381603315,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023003,25967.171826210935,30678.987311164605,47837.60291148425,1 - 350K,1 - 350K,1 - 350K,2,2,2,18557.15888319383,21558.411996640003,31860.912434304344,0,0,0,0,0,0,7410.0129430171055,9120.575314524602,15976.690477179907,Low Damage,Low Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023004,80054.85321793197,94400.6381729819,146861.75752169243,1 - 350K,1 - 350K,1 - 350K,3,4,7,51063.03542876657,60597.04739814329,95381.21237664438,28991.8177891654,33803.59077483861,51480.54514504805,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023500,55742.94135051126,65992.15040330242,102440.50305343338,1 - 350K,1 - 350K,1 - 350K,3,3,7,47495.44400992587,55731.93616290174,83789.76873816157,2575.0584697991494,3222.778535877035,5601.920880779197,0,0,0,5672.438870786238,7037.435704523656,13048.813434492611,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023600,484974.8648810507,552996.9047186609,773254.3540082138,350K - 1M,350K - 1M,350K - 1M,10,11,14,43158.470144576306,52345.65377116526,82594.193315047,426532.66887737217,481297.606774129,654996.3248864829,15283.72585910225,19353.644173366614,35663.835806683855,0,0,0,0 to 24%,25 to 49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023700,95957.1566285942,113040.24999862238,183152.42168143656,1 - 350K,1 - 350K,1 - 350K,4,4,7,13103.5475643123,14803.309234222808,20774.170928610743,22936.4499749497,28024.923873128664,49590.433479256535,54777.43316976258,64054.81252808539,100910.78598990914,5139.725919569632,6157.204363185514,11877.031283660106,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023901,549280.8173555443,654287.9100255683,1109889.4354039556,350K - 1M,350K - 1M,1M - 10M,9,13,70,179418.80635929026,211968.41402542303,373026.95793614606,319032.13753279264,380593.722693638,621368.7159298402,11366.397494375567,14400.301825633513,34552.20282395067,39463.47596908582,47325.47148087376,80941.55871401865,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
22051023902,88392.63760823617,104077.59299904662,163848.56600107485,1 - 350K,1 - 350K,1 - 350K,3,4,16,44753.09727013589,50558.8882126886,72926.15136989663,43639.54033810028,53518.704786358016,90922.41463117822,0,0,0,0,0,0,0 to 24%,50 to 99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Damage,No Damage
